name|address|comment|comment_rate
RFC Chicken - Pizza|59 Av. Philippe Auguste, 75011 Paris|"(Traduit par Google) Son bel endroit

(Avis d'origine)
Its Nice place"| 5 étoiles 
RFC Chicken - Pizza|59 Av. Philippe Auguste, 75011 Paris|"(Traduit par Google) Bel endroit

(Avis d'origine)
Nice place"| 5 étoiles 
RFC Chicken - Pizza|59 Av. Philippe Auguste, 75011 Paris|"(Traduit par Google) C'est parfait

(Avis d'origine)
Its perfect"| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|"Un endroit calme, propre, personnel aimable, les prix sont pas chères et une bonne restauration ( pizza, couscous,...)
Je le recommande vivement"| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|"(Traduit par Google) Nourriture délicieuse le couscous était à tomber !! Les boissons étaient très bien aussi !! Des gens sympathiques et un petit endroit confortable !!

(Avis d'origine)
Delicious food the couscous was to die for!!The drinks were very good as well!! Friendly people and cozy little place!!"| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|Convivial, calme et très sympathique, je le recommande vivement| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|"Bel endroit , convivial et chaleureux.
Le.patron est très sympa et le personnel a son image.
On mange très bien tout est fait maison"| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|"(Traduit par Google) Restaurant très savoureux avec un personnel sympathique. Le ""Couscous Maison"" en particulier est fortement recommandé. Volontiers encore.. merci, et à la prochaine fois.

(Avis d'origine)
Sehr leckeres Restaurant mit freundlichem Personal. Besonders das „Couscous Maison“ ist sehr zu empfehlen. Gerne wieder.. merci, et à la prochain fois."| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|"Accueil chaleureux, cuisine familiale excellente (frites maison - sardines fraîches grillées ts les VE), et un très bon couscous. Terrasse ensoleillée.
Bref, endroit parfait pour passer un Bon moment."| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|| 3 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|"(Traduit par Google) Bonne nourriture, des gens très gentils !!!

(Avis d'origine)
Great food, very nice people!!!"| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|Serveur très sympatique et les plats étaient très bons. (Le pesto était succulents.) Petit bistro à l'ambiance chaleureuse. Recommande !| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|"Vous voulez vous régaler avec un bon couscous kabyle, il faudra que vous passiez par là.
De la bonne bouffe et des personnels très accueillants."| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|Nickel| 4 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|Très bons plats et ambiance chaleureuse garantie.| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|Très bon restaurant , j’adore leur pizza et le couscous est génial| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|"Agréable convivial et toujours bien accueilli
La cuisine est excellente
Très bon rapport rapport qualité prix
Merci"| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|La boutique princesse tam.tam est plus sur le site| 3 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|"J'ai pris une pizza à emporter.
Vraiment moyenne : elle était sèche, peu garnie et les ingrédients n'étaient pas spécialement bons."| 3 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|"la qualité au top, les cocktails bien dosés et les pizzas trop délicieuses. service rapide et les serveurs gentille.
merci, belle expérience"| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|Très délicieux Pizza 🍕 😋👌🏼| 4 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|Un lieu sacré| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|"Vivement la fin du confinement, le couscous exceptionnel Nous manque .

Le chef atypique mais au combien  charmant, son humour et ses blagues nous feront du bien  à coup sûr 😉

La véritable convivialité du bistrot Parisien !!!"| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|| 3 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|Accueil chaleureux, bonne hygiène et plat savoureux, je recommande| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|"La pizza est excellente !!!
Très bon rapport qualité/prix.
Propreté impeccable.
Je recommande vivement !"| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|"On mange bien, des produits frais et de bonne qualité.
Quant aux prix, ils sont vraiment raisonnables.
Je déjeune la bas, à chaque fois que je suis dans e quartier.
Jamais, je ne l'ai regretté."| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|| 4 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|"(Traduit par Google) Excellent couscous à 12,50 €, serveur très gentil, resto simple et sans prétention.

(Avis d'origine)
Ottimo cous cous a 12.50€, cameriere gentilissimo, ristorante semplice e senza pretese."| 4 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|Publicité mensongère| 1 étoile 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|Repas, service bien voir très bien belle terrasse| 4 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|Très bonne ambiance ! ;-) :-)| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|| 2 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|J'aime beaucoup et l'équipe est pro et gentille| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|Très bon couscous| 4 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|| 4 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|Très bien, bonne viande et frites maison ainsi que les desserts a essayer| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|Repas simple avec des vrais frites maison et pas cher| 5 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|Plus d intérêt| 1 étoile 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|| 4 étoiles 
Le Relais des Pyrénées|256 Rue des Pyrénées, 75020 Paris|| 5 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|| 5 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|"(Traduit par Google) Une pizzeria à emporter. Ils font 2 pour 1 et ils sont d'un bon prix, et ils sont délicieux. Il nous a attrapés près de l'hôtel et il est secouru. Ils sont amicaux.

(Avis d'origine)
Un sitio de pizza para llevar. Hacen 2 por 1 y salen bien de precio, y están ricas. Nos pillaba cerca del hotel y es socorrido. Son amables."| 4 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|| 5 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|"(Traduit par Google) Les combinaisons sont très riches et le prix est juste, un bon choix.

(Avis d'origine)
Las combinaciones son muy ricas y el precio justo, una buena elección."| 5 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|Notre équipe et moi sommes très heureux de lire votre avis! 😍🤗😚 L'équipe La Boite à Pizza - Paris 12 Courteline| 4 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|Pizza bof mais très commerçant : il manquait 1 ingrédient ils ont relivré la.pizza gratuitement.| 5 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|Merci de votre retour d'expérience. Il nous est précieux pour nous améliorer.| 5 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|"(Traduit par Google) Des gens si polis travaillent ici. . . Et ils ont aussi de la bonne nourriture! Et cela n'a rien changé du tout !

(Avis d'origine)
So polite people are working here... And they have great food too! And this didn't changed at all!"| 4 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|"(Traduit par Google) Merci beaucoup pour votre bonne notation. j'espère vous revoir rapidement.
Toute l'équipe hors BAP Pars 12

(Avis d'origine)
Thks a lot for your good notation. hope to see you again quickly.
All the Team off BAP Pars 12"| 1 étoile 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|C'était le meilleur pizza j'ai eu. Je le recomment| 5 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|Ça nous fait toujours aussi plaisir de vous accueillir ! 🤗😀🙂 L'équipe La Boite à Pizza - Paris 12 Courteline| 1 étoile 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|"(Traduit par Google) Excellent service, délicieuse pizza

(Avis d'origine)
Great service, delicious pizza"| 5 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|Sur ma pizza la viande était cru , faite attention à la cuisson de vos viandes.| 5 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|"Bonsoir
et Merci de nous avoir alerté sur un fait qui n'aurait sans doute pas du se produire, nos pizzas étant cuites entre 275 et 290 degrés dans un four a convoyeur. Nous allons enquêter en interne pour voir ce qui aurai pu se passer.
En cas de tel problème nous vous remercions de prendre de suite contact directement avec le magasin, que nous puissions rectifier la situation de suite, afin de ne pas vous laisser dans l'embarras.
Espérant que vous nous laisserez une autre opportunité de vous satisfaire."| 5 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|Top, bon accueil. Livraison dans les temps.| 4 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|Un énorme merci pour la recommandation, l'équipe La Boite à Pizza - Paris 12 Courteline 😍🍕| 5 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|Attention à l’arnaque!!! Une piza achetée une offetre ça vous coute plus cher que d’acheter deux pizas avec boissons ! J’appelle au téléphone je demande le prix de la piza au thon on me dit 9€ mais en une acheté une offret ça passe a 17,90!!! Bravo le calcul et bravo le marketing| 5 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|"Madame
Je suis contraint de constater que mes explications n'ont pas été assez claires et je m'en excuse. Je profite donc de votre avis pour préciser que les promotions s'appliquent sur le prix de la carte ( voir celle-ci sur laboiteapizza.com). Elles ne sont pas cumulables. Vous avez commandé deux pizzas. Une quatre fromage à 17,90 et une margherita au thon(produit qui ne figure pas à la carte). Conformément à la politique commerciale, vous avez payé le prix de la 4 fromages (la pizza de prix le plus élevé) et nous vous avons offert la margherita. Vous avez donc payé une seule pizza. Le prix de 9 € (9,90 €) que vous mentionné dans votre message correspond comme je vous l'ai indiqué à une autre offre commerciale qui ne peut être cumulée avec l'offre 1=2, comme d'ailleurs le menu midi que vous nous faites le plaisir de nous acheter depuis plusieurs mois déjà. Fidélité dont nous vous remercions. Nous regrettons de ne pas avoir su vous expliquer comme il faut notre politique de prix. Ce qui aurai évité cet échange."| 2 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|| 5 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|"Bonjour Laly
Merci de votre retour d'expérience positif. Il constitue pour nous un encouragement à poursuivre nos efforts. Nous espérons vous faire tester nos nouvelles recettes bien vite. merci encore de la part de toute l'équipe."| 5 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|"C'est la deuxième fois que je commande à emporter là bas:
- les pizzas géantes sont vraiment géantes et difficiles a finir seul
- les pizza moyennes remplissent bien
- ingrédients de qualité et garniture abondante
- rapport qualité-prix super honnête, surtout par rapport à du Pizza Hut ou du Dominos. la formule 1=2 sur les pizza moyennes et géante est vraiment pratique !
- Personnel agréable et accueillant, les livreurs vous feront même signe si ils vous reconnaissent dans la rue !
=> en somme, quand je suis sur saint-mandé : je ne commande plus mes pizzas ailleurs. Bon commerce de proximité, je recommande et j'ai déjà recommandé!"| 4 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|Je transmets tout de suite votre avis à notre équipe. 😍🤗😚 L'équipe La Boite à Pizza - Paris 12 Courteline| 5 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|| 5 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|"Bonsoir Mathieu Marin
Une bonne notation de nos clients est toujours une satisfaction pour toute l'équipe.
nous allons poursuivre nos efforts pour honorer la confiance que vous nous faites."| 5 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|Pizza excellentes mais assez petite| 4 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|"Bonsoir et merci de votre retour d'expérience précieux pour nous permettre de nous améliorer.
Espérant avoir le plaisir de vous compter rapidement parmi nos clients fidèles."| 1 étoile 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|C'est la première fois que j'y vais,et je ne suis pas déçu,je reviendrai si je passe dans ce quartier.| 5 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|On vous revoit très vite pour une nouvelle expérience 🤗😚 L'équipe La Boite à Pizza - Paris 12 Courteline| 5 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|Pizza excellentes, personnel très sympathique, réactif et très commerçant. Je recommande à 200%.| 5 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|Tony, un grand merci de toute l'équipe pour ce retour d'expérience très positif. Il constitue un encouragement à poursuivre nos efforts.| 1 étoile 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|Prix trop élevé pour une pizza faisant la taille de ma main et ayant un goût moyen. Pâte fine, vide et pizza peu goûteuse, je n’y retournerai plus| 4 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|Désolé que nous n'ayons pas pu vous satisfaire. Je ne peux que vous inciter à prendre contact immédiatement nous quand vous avez un souci avec notre prestation afin que nous puissions réagir de suite.  Toutefois par le jeu des promotions nos pizzas débutent à 6.90 € pour une pizza individuelle et 8,45 € pour le moyennes, ce qui reste prix raisonnable par rapport à nos concurrents.| 4 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|Accueil très aimable et très bons produits !| 5 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|"Bonjour !
Merci pour cette savoureuse note !!!
Votre appréciation est très motivante et encourageante pour toute l'équipe !!
Belle journée et à très bientôt .
Toute l'équipe La Boite à Pizza - Paris 12 Courteline"| 5 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|| 5 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|Merci de votre retour d'expérience que nous partagerons avec l'équipe, tout comme les avis moins bons d'ailleurs,  car être à l'écoute de nos clients nous permet de nous améliorer. Au plaisir de vous servir bientôt à nouveau et de vous faire tester nos nouveautés.| 5 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|"Des pizza fraîche  fait sur place un peu grasse mais savoureuse 🍕🍕🍕  ds l’ensemble .
livraison rapide et le bonus est de la boîte à pizza une acheter à emporter la deuxième est offerte 🍕 🍕bonne appétit !"| 5 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|"Bonsoir R G
merci de votre retour d'expérience. Il nous est précieux pour évoluer encore plus et corriger les imperfections résiduelles.
De nouvelles recettes à découvrir bientôt. Nous espérons vous les faire tester."| 2 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|Juste TOPISSIME!!!!!!! En plus d'avoir de très très bonne Pizza, le service et au top!! Un personnelle du grande gentillesse, toujours le sourire.  Merci pour votre efficacité et  votre amabilités, et surtout pour la BIG GROSSE commande d’aujourd’hui   ;-)| 2 étoiles 
LA BOÎTE A PIZZA Paris 12 Courteline|2 Av. Courteline, 75012 Paris|"Merci beaucoup.
Ce fut un plaisir de vous accompagner dans cette situation d'urgence. Nous restons à votre écoute. Dans l'attente du plaisir de vous servir à nouveau."| 5 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|"Venue aujourd'hui avec ma fille  et la découverte heureuse d un petit restaurant qui ne paie pas de mine.
Vraiment  satisfait et les prix abordables.
Bravo"| 5 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|La « serveuse » est aux petits soins. Super accueil et chaleureux. Les pizzas sont bonnes, les pâtes de même. Prix raisonnable, à tester.| 4 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|"(Traduit par Google) Très bel endroit, les gens qui y travaillent sont très sympathiques et la nourriture est délicieuse ❤️

(Avis d'origine)
Çok güzel bir yer, orada çalışan insanlar çok cana yakın ve yemekler çok lezzetli ❤️"| 5 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|Personnel compétent adorable et talentueux, plat savoureux avec un excellent rapport qualité prix !| 5 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|"Franchement, super restaurant. Je vous le conseil de tout mon cœur.
Ils sont fort sur toute la carte que se soit de la pizzas ou des spaghettis, ils ont un vrai talent.
PS: m'a préféré est la Royal 🥴🤤"| 5 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|Définitivement la meilleure pizza du quartier.| 5 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|Restaurant sympathique, prix abordable et on y mange bien| 4 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|| 5 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|superbes bonnes pizza ! restaurant très chaleureux à absolument tester| 5 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|| 4 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|| 5 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|| 4 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|Très bonne cuisine, prix doux et accueil souriant. Un seul regret, l'absence de terrasse !| 4 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|| 5 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|| 4 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|| 5 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|Très bon accueil, très bonnes pizzas| 4 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|| 3 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|| 4 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|| 4 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|| 3 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|"Client depuis bientôt trois ans, la pizzeria Coin Sud ne m'a jamais déçu ! Rapport qualité prix imbattable dans le secteur, service rapide, personnel très chaleureux. Cette pizzeria est malheureusement caché derrière les travaux de rénovation depuis bientôt deux ans mais je vous assure que ça vaut le détour !
Merci à toute l'équipe !"| 5 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|| 5 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|"Lieu qui est devenu froid plus aucune attention...
Dommage nous étions bon client avant le confinement..."| 2 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|| 4 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|| 3 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|| 5 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|Ca passe mais pas c'est pas dingue, les ingrédients restent bas de gamme.| 3 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|"De bonnes pizzas pour un prix très correct.
J'ai commandé trois fois des pizzas à emporter. Le service à toujours été rapide, et le personnel très chaleureux ! Les pizzas sont bonnes et bien garnies."| 5 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|Bonnes pizzas à emporter et service rapide, et bon rapport qualité prix. Parfait 👌🏻| 5 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|Cadre sympa, service rapide. Bon rapport qualité/prix.| 4 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|| 4 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|| 5 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|Tres bien et très accueillant| 4 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|"Très convivial, idéal pour la famille ou en duo. Le patron a toujours un mot gentil, une attention pour les habitués. Les prix sont très abordables pour Paris (11€ prix max pour une pizza.).
Les pizzas sont délicieuses la pâte est fine.
Un lieu à découvrir pour passer un bon moment en toute simplicité !"| 5 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|| 5 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|"J'aime bien cette pizzeria-restaurant.
Dommage qu'actuellement, les travaux de la Mairie cache son accès.
J'y vais de temps en temps pour y déjeuner à un bon rapport qualité prix.
L'ambiance est cool."| 4 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|| 4 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|| 4 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|| 4 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|Très bonnes pizzas.| 4 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|Je mets très rarement 5 étoiles mais là c'est parfait ! Accueil, plat, attente, prix...| 5 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|Très bien| 5 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|| 3 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|| 5 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|Pizzeria de quartier sympathique. Les pizzas et les prix sont plus que corrects, le patron et la serveuse (et serveur) sont très accueillants et nous n'attendons pas des heures que ce soit pour une vente à emporter ou pour le service à table. Nous n'avons jamais été déçus.| 5 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|| 5 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|| 5 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|"Service et accueil au top.
Produit frais.
Excellent."| 5 étoiles 
Coin Sud|9 Av. Simon Bolivar, 75019 Paris|Restaurant accueillant, pizza très correctes et prix mesurés| 4 étoiles 
Pizza 30 Paris|50 Rue Godefroy Cavaignac, 75011 Paris|très bonnes pizzas super !| 5 étoiles 
Pizza 30 Paris|50 Rue Godefroy Cavaignac, 75011 Paris|N’y allez jamais c’est vraiment infâme, j’ai vomis, produit froid et ils sont pas aimable, vraiment degeulasse…| 1 étoile 
Pizza 30 Paris|50 Rue Godefroy Cavaignac, 75011 Paris|Le pizza est le meilleur de la Paris. Le pizza est vraiment délicieux 🥰😋| 5 étoiles 
Pizza 30 Paris|50 Rue Godefroy Cavaignac, 75011 Paris|"(Traduit par Google) Mal

(Avis d'origine)
Bad"| 1 étoile 
Pizza 30 Paris|50 Rue Godefroy Cavaignac, 75011 Paris|Pizza au top je recommande| 5 étoiles 
Pizza 30 Paris|50 Rue Godefroy Cavaignac, 75011 Paris|Commandez pas ! Pas besoin d’attendre sa arrivera pas .| 1 étoile 
Pizza 30 Paris|50 Rue Godefroy Cavaignac, 75011 Paris|| 5 étoiles 
Pizza 30 Paris|50 Rue Godefroy Cavaignac, 75011 Paris|| 5 étoiles 
Pizza 30 Paris|50 Rue Godefroy Cavaignac, 75011 Paris|| 4 étoiles 
Pizza 30 Paris|50 Rue Godefroy Cavaignac, 75011 Paris|"(Traduit par Google) Le pire ordre de ma vie. Plus de 2 heures d'attente. Moi, pensant être gentil, je suis descendu pour attendre ... après 1 heure j'appelle et ils me disent que ça arrive (10 MINUTES). Il va sans dire que près d'une heure et demie s'est écoulée depuis. La pizza est arrivée toute froide, moelleuse et attachée au carton. Immangeable. Ayant très faim, j'ai essayé de le manger mais c'est écoeurant. Mauvais goût, sans parler de l'apparence. J'ai aussi commandé Chicken Crispy et j'ai eu une escalope surgelée coupée en morceaux🤬
Entre autres choses, le restaurant ne s'est jamais excusé pour le retard. ZÉRO RESPECT DU CLIENT ET DES ALIMENTS PAUVRES👎🏻🤢

(Avis d'origine)
Il peggior ordine della mia vita. Più di 2 ore di attesa. Io pensando di essere gentile sono sceso di casa ad aspettare... dopo 1 ora chiamo e mi dicono che sta arrivando (10 MINUTI). Inutile dire che è passata quasi 1 ora e mezza da quel momento. La pizza é arrivata tutta fredda, gommosa e attaccata al cartone. IMMANGIABILE. Avendo tantissima fame ho provato a mangiarla ma è nauseante. Cattivo sapore, per non parlare dell’aspetto. Ho ordinato inoltre dei Crispy di pollo e mi è arrivata una cotoletta surgelata tagliata e pezzi🤬
Il locale tra l’altro non si è mai scusato del ritardo. ZERO RISPETTO PER IL CLIENTE E CIBO PESSIMO👎🏻🤢"| 1 étoile 
Pizza 30 Paris|50 Rue Godefroy Cavaignac, 75011 Paris|Sacrilège. Aucun respect pour la pizza de lendemain de soirée. On ne s'attendait pas à du grand art mais mettre du jambon sur une pizza végétarienne (pour une végétarienne) c'était magique. Ah et ne répondent pas au téléphone, sait on jamais un client pourrait réclamer sa vraie commande.| 1 étoile 
Pizza 30 Paris|50 Rue Godefroy Cavaignac, 75011 Paris|| 5 étoiles 
Pizza 30 Paris|50 Rue Godefroy Cavaignac, 75011 Paris|| 3 étoiles 
Pizza 30 Paris|50 Rue Godefroy Cavaignac, 75011 Paris|| 5 étoiles 
